,participant_id,file_name,Sentence ID,Iteration,probability,Expected Transcription,large,base,medium,small,tiny
327,t2,t2_F_MN_SAUCE_block0_sauce_5_3_L2_large-v3.txt,5_3,L2,nonword,She got fung by a flag.,She got fallen by a flag.,She got FUN by FLY.,She got followed by a flag.,she got fun by a flag.,She got fogged by a flag.
328,t2,t2_F_MN_SAUCE_block0_sauce_70_1_L1_large-v3.txt,70_1,L1,low prob,Cows eat a lot of shell.,Cows eat a lot of shell.,Couse eat a lot of shell.,Cows eat a lot of shell.,Cows eat a lot of shell.,Cows eat a lot of gel.
329,t2,t2_F_MN_SAUCE_block0_sauce_61_3_L1_large-v3.txt,61_3,L1,high prob,I used 3 big snowballs to make a snowman.,I used three big snowballs to make a snowman.,I use three big snowballs to make a snowman.,I used three big snowballs to make snowman.,I used three big snowballs to make a snowman.,I used three big snowballs to make snowmen.
330,t2,t2_F_MN_SAUCE_block0_sauce_15_2_L2_large-v3.txt,15_2,L2,high prob,My friend likes pepperoni on his pizza.,My friends like paparazzi on his pizza.,My friends like Paparani on his pizza.,My friends like praparani on his pizza.,My friends like proper running on kids pizza.,"My friends like Traparani, Onke's Pizza."
331,t2,t2_F_MN_SAUCE_block0_sauce_49_3_L1_large-v3.txt,49_3,L1,low prob,The boy will grow to become a salt.,The boy will grow to become a salt.,The boy will grow to become a thought.,The boy will grow to become a sort.,The boy will grow to become a thought.,The boy will grow to become a thought.
332,t2,t2_F_MN_SAUCE_block0_sauce_58_1_L1_large-v3.txt,58_1,L1,low prob,Inside the nest sat a beautiful table.,"Inside the nest, set a beautiful table.","Inside the nest, set a beautiful table.","Inside the nest, set a beautiful table.","Inside the nest, set a beautiful table.","Inside the nest, set a beautiful table."
333,t2,t2_F_MN_SAUCE_block0_sauce_16_1_L1_large-v3.txt,16_1,L1,low prob,On the ceiling I saw a creepy-crawly bag.,"On the ceiling, I saw a creepy crawly bag.",On the ceiling I saw a creepy crawly bag.,"On the ceiling, I saw a creepy crawly bag.","On the ceiling, I saw a creepy crawly bag.",On the ceiling I saw a creepy crawly bag.
334,t2,t2_M_MN_SAUCE_block4_sauce_89_1_L2_large-v3.txt,89_1,L2,nonword,"When we lost elecSISSity, we had to light a monster.","When we lost elasticity, we had to lighten Monster.",When we lost elasticity we had to light and monster.,"When we lost electricity, we had to light a monster.","When we lost elasticity, we had to light a monster.",When we lost in elasticity we had to light and monster.
335,t2,t2_M_MN_SAUCE_block4_sauce_98_3_L2_large-v3.txt,98_3,L2,high prob,"There is one bathroom for the boys, and one for girls.",There is one button for the boys and one for girls.,There's one bathroom for the boys and one for girls.,There's one bathroom for the boys and one for girls.,There's one baton for the boys and one for girls.,There's one bathroom for the boys and one for girls.
336,t2,t2_F_MN_SAUCE_block0_sauce_5_1_L1_large-v3.txt,5_1,L1,high prob,She got stung by a bee.,She got the stone by a bee.,She cut the stone by a bee.,She got us stunned by a bee.,She got a stone by AP.,She got the star on by AB.
337,t2,t2_F_MN_SAUCE_block0_sauce_62_2_L1_large-v3.txt,62_2,L1,high prob,The cowboy is very good at riding his horse.,The cowboy is very good at riding his horse.,The cowboy is very good at writing his horse.,The cowboy is very good at riding his horse.,The cowboy is very good at riding his horse.,The cowboy is very good at riding his horse.
338,t2,t2_F_MN_SAUCE_block0_sauce_61_1_L2_large-v3.txt,61_1,L2,nonword,I used 3 big coballs to make a bear.,I used three big cobalt to make a bear.,I used three big cobalt to make it bare.,I used three big cobalt to make a bear.,I used three big cobalt balls to make a beer.,I used three big cobaos to make it bare.
339,t2,t2_F_MN_SAUCE_block0_sauce_70_3_L2_large-v3.txt,70_3,L2,nonword,Zows eat a lot of shell.,Cows eat a lot of shell.,Salves eat a lot of shell.,Zao eat a lot of Xiao.,Zao's eat a lot of Xiao.,South eat a lot of shell.
340,t2,t2_F_MN_SAUCE_block0_sauce_6_2_L2_large-v3.txt,6_2,L2,low prob,The scared turtle won't come out of its airplane.,The scared turtle won't come out of its airplane.,The skier turtle won't come out of his earplane.,The scared turtle won't come out of its airplane.,The scale turtle won't come out of his ear plane.,The skier turtle won't come out of his ear plain.
341,t2,t2_F_MN_SAUCE_block0_sauce_33_1_L2_large-v3.txt,33_1,L2,high prob,"For Halloween, he carved a pumpkin.","For Halloween, he curved a pumpkin.","For Halloween, he curved a palm can.","For Halloween, he curved a pumpkin.","For Halloween, he curved a palm can.","For Halloween, he curved a palm can."
342,t2,t2_F_MN_SAUCE_block0_sauce_8_3_L1_large-v3.txt,8_3,L1,nonword,"If borts won't be warm enough, you can wear ears.","If board won't be warm enough, you can wear ears.","If boards won't be warm enough, you can wear ears.","If board won't be warm enough, you can wear ears.","If boards won't be warm enough, you can wear ears.","If board's won't be warm enough, you can wear ears."
343,t2,t2_F_MN_SAUCE_block0_sauce_22_3_L2_large-v3.txt,22_3,L2,low prob,The bride wore a fancy bed.,The bride wore a fancy bed.,The Brie were a fancy bed.,The bride wore a fancy bed.,The briar wore a fancy bed.,The Brie wore a fancy bed.
344,t2,t2_F_MN_SAUCE_block0_sauce_30_2_L1_large-v3.txt,30_2,L1,high prob,"At the picnic, the crumbs attracted ants.","At the picnic, the crumbs attract ants.","At the picnic, the crumbs attract ends.",At the picnic the crumbs attract ants.,"At the picnic, the crumbs are checked ends.","At the picnic, the crowns attract ends."
345,t2,t2_F_MN_SAUCE_block0_sauce_55_3_L1_large-v3.txt,55_3,L1,nonword,The gound was so loud I had to cover my shirt.,The ground was so loud I had to cover my shirt.,"The ground, the ground was so loud I had to cover my shirt.",the ground the gound was so loud I had to cover my shirt.,The ground the ganda was so loud I had to cover my shirt.,"The ground, the ground up was so loud I had to cover my shirt."
346,t2,t2_F_MN_SAUCE_block0_sauce_44_1_L1_large-v3.txt,44_1,L1,high prob,"When Grandma reads, she needs her glasses.","When grandma reads, she needs her glasses.",When grandma reads she needs her glasses.,"When grandma reads, she needs her glasses.","When grandma reads, she needs her glasses.","When Grand Ma read, she needs her glasses."
347,t2,t2_F_MN_SAUCE_block0_sauce_47_2_L2_large-v3.txt,47_2,L2,high prob,"At dinner, my family sits together at the table.","At dinner, my family sits together at the table.","At dinner, my family sits together at a table.","At dinner, my family sits together at a table.","At dinner, my family sits together at the table.","At dinner, my family sits together at a table."
348,t2,t2_M_MN_SAUCE_block4_sauce_100_2_L2_large-v3.txt,100_2,L2,low prob,I wish I had a trunk like that rubber ducky.,I wish I had a trunk like that rubber ducky.,I wish I had a strong lead that Robert Doki.,I wish I had a trunk like that rubber ducky.,I wish I had a trunk like that rubber ducky.,I wish I had a trunk like that rubber doggy.
349,t2,t2_M_MN_SAUCE_block4_sauce_96_2_L1_large-v3.txt,96_2,L1,high prob,"In the woods lived a big, growly witch.",In the woods lived a big growly butch.,"In the woods, leave a big groully bridge.","In the woods, live a big growly bridge.","In the woods, leave a big grully butch.","In the woods, leave a big growly bridge."
350,t2,t2_F_MN_SAUCE_block0_sauce_73_2_R4P1_large-v3.txt,73_2,R4P1,low prob,Use the remote to change the channels on the castle.,Use the remote to change the channels on the castle.,Use the remote to change the channels on the castle.,Use the remote to change the channels on the castle.,Use the remote to change the channels on the castle.,Use the remote to change the channels on the castle.
351,t2,t2_M_MN_SAUCE_block4_sauce_95_1_L2_large-v3.txt,95_1,L2,low prob,"Riding on a broom was an old, mean baby.",Ratty-on-a-Bloom was an old Ming baby.,Rady on a broom was an old-name baby.,Rydie on a broom was an old mean baby.,Ready on a broom was an old mean baby.,Ready on a broom was an old-ming baby.
352,t2,t2_M_MN_SAUCE_block4_sauce_84_3_L2_large-v3.txt,84_3,L2,high prob,The brave knight killed the dragon.,The brave knight killed the dragon.,The brief knife killed the dragon.,The brave knight killed the dragon.,The brief knight killed the dragon.,The brave knight killed the dragon.
353,t2,t2_F_MN_SAUCE_block0_sauce_22_1_L1_large-v3.txt,22_1,L1,high prob,The bride wore a fancy dress.,The bride wore a fancy dress.,The bride wore a fancy dress.,The bride wore a fancy dress.,The bride wore a fancy dress.,The bride wore a fancy dress.
354,t2,t2_F_MN_SAUCE_block0_sauce_8_1_L2_large-v3.txt,8_1,L2,low prob,"If shorts won't be warm enough, you can wear ears.","If shorts won't be warm enough, you can wear ears.","If shorts won't be warm enough, you can wear ears.","If shorts won't be warm enough, you can wear ears.","If shorts won't be warm enough, you can wear ears.","If shorts won't be warm enough, you can wear ears."
355,t2,t2_F_MN_SAUCE_block0_sauce_33_3_L1_large-v3.txt,33_3,L1,nonword,"For Balloween, he carved a dress.","For bellowing, he curved a dress.","For ballowing, he curved a dress.","For ballowing, he curved a dress.","For ballowing, he curved a dress.","For Ballowing, he curved a dress."
356,t2,t2_F_MN_SAUCE_block0_sauce_21_2_L2_large-v3.txt,21_2,L2,nonword,"He always wears a belmet on that fast, loud ball.","He always wears a helmet on that fast, loud ball.",He always wears a helmet on that fast-loud pole.,He always wears a helmet on that fast loud ball.,He always wears a helmet on that fast loud pole.,He always swears a bell met on their fast loud bow.
357,t2,t2_F_MN_SAUCE_block0_sauce_61_3_R1P1_large-v3.txt,61_3,R1P1,high prob,I used 3 big snowballs to make a snowman.,I use three big snowballs to make a snowman.,I use three big snowballs to make a snowman.,I used three big snowballs to make a snowman.,I use 3 big snowballs to make a snowman.,I use 3 big snow bars to make it snowman.
358,t2,t2_M_MN_SAUCE_block4_sauce_87_2_L2_large-v3.txt,87_2,L2,high prob,I like to bounce the ball.,I like to bounce the ball.,I like to bounce the ball.,I like to bounce the ball.,I like to bounce the ball.,I like to bounce the ball.
359,t2,t2_M_MN_SAUCE_block4_sauce_84_1_L1_large-v3.txt,84_1,L1,low prob,The brave knight killed the chair.,The brave knight killed the chair.,to breathe nice cute cheer.,The brave knight killed the chair.,The brave knight killed the chair.,The Brave Night killed the chair.
360,t2,t2_F_MN_SAUCE_block0_sauce_71_2_R3P1_large-v3.txt,71_2,R3P1,nonword,I have a woon but I need a web.,I have a wound but I need a web.,I have a wound but I need a web.,I have a wound but I need a web.,I have a wound but I need a web.,I have a wound but I need a wrap.
361,t2,t2_M_MN_SAUCE_block4_sauce_95_3_L1_large-v3.txt,95_3,L1,high prob,"Riding on a broom was an old, mean witch.",Riding on a broom was an old Ming witch.,Riding on a broom was an old Ming Bridge.,Riding on a broom was an old Ming witch.,Riding on a broom was an old Ming witch.,Ready on a broom was an outming bridge.
362,t2,t2_F_MN_SAUCE_block0_sauce_18_2_L1_large-v3.txt,18_2,L1,nonword,Fommy read me my favorite broom.,"For me, Ramy is my favorite broom.","For me, Rami, my favorite brun.",Farmer Remy my favorite broom.,"for me, Ramy, my favorite broom.","Follow me, rammy my favorite brun."
363,t2,t2_F_MN_SAUCE_block0_sauce_44_3_L2_large-v3.txt,44_3,L2,nonword,"When Bandma reads, she needs her boat.","When grandma reads, she needs her boat.
When grandma reads, she needs her boat.","When grandma reads, she needs her boat.
When grandma reads, she needs her boat.","When grandma reads she needs her boat.
When Ben reads she needs her boat.","When grandma reads, she needs her boat.","When Grandma res reads she needs her boat.
When Grandma res she needs her boat."
364,t2,t2_F_MN_SAUCE_block0_sauce_55_1_L2_large-v3.txt,55_1,L2,low prob,The sound was so loud I had to cover my shirt.,The sound was so loud I had to cover my shirt.,The sound was so loud I had to cover my shirt.,The sound was so loud I had to cover my shirt.,The sound was so loud I had to cover my shirt.,The sound was so loud I had to cover my shirt.
365,t2,t2_F_MN_SAUCE_block0_sauce_56_2_L1_large-v3.txt,56_2,L1,low prob,I was scared that under my bed there could be a motorcycle.,I was scared that under my bed there could be a motorcycle.,I was scared that although my bad there could be a motorcycle.,I was scared that under my bed there could be a motorcycle.,I was scared that under my bed there could be a motorcycle.,"I was gathered, I was scared that I'm done by bad, there could be a motorcycle."
366,t2,t2_F_MN_SAUCE_block0_sauce_64_3_L1_large-v3.txt,64_3,L1,nonword,You can open the locked bore with the shovel.,You can open the locked bore with the shovel.,In open the lot bore with the shovel.,You can open the locked board with the shovel.,You can open the locked bore with the shovel.,In open the lot bore with the shovel.
367,t2,t2_F_MN_SAUCE_block0_sauce_38_2_L2_large-v3.txt,38_2,L2,high prob,I fixed the torn page with a piece of tape.,I fix the torn page with a piece of tape.,I fixed the twern page with a piece of tape.,I fixed the torrent page with a piece of tape.,I fixed the torn page with a piece of tape.,I fixed the torn page with a piece of tape.
368,t2,t2_F_MN_SAUCE_block0_sauce_75_1_L1_large-v3.txt,75_1,L1,nonword,"To mive the car, daddy turns the hearts.","To move the car, Daddy turns the heart.",To move the car daddy turns the hearts.,To mouth the car daddy turns the hearts.,"To modify the car, Daddy turns the hearts.","To move the car, that it turns the hearts."
369,t2,t2_F_MN_SAUCE_block0_sauce_3_2_R1P1_large-v3.txt,3_2,R1P1,high prob,"The king wore a shiny, gold crown",The king wore a shiny gold crown.,The King wore a shiny gold crown.,The king wore a shiny gold crown.,The king wore a shiny gold crown.,The King wore a shiny gold crown.
370,t2,t2_F_MN_SAUCE_block0_sauce_33_3_R1P1_large-v3.txt,33_3,R1P1,nonword,"For Balloween, he carved a dress.","For Bellowing, he carved a dress.",For B allowing he carved a dress.,For Halloween he carved a dress.,"For ballowing, he coughed a dress.","For Bellowing, he coughed a dress."
371,t2,t2_F_MN_SAUCE_block0_sauce_13_3_L2_large-v3.txt,13_3,L2,high prob,My uncle dug a hole with a shovel.,My uncle dug a hole with his shovel.,I ankle dug a hole with a shovel.,My uncle dug a hole with his shovel.,My uncle dug a hole with a shovel.,"By Uncle Targe, Hold Wifi Sugar."
372,t2,t2_M_MN_SAUCE_block4_sauce_77_2_L1_large-v3.txt,77_2,L1,nonword,The adarium has many different swings.,A Darien has many different wings.,A derriant has many different wins.,A Darian has many different wings.,Italian has many different wings.,The Darrian has many different winds.
373,t2,t2_F_MN_SAUCE_block0_sauce_75_3_L2_large-v3.txt,75_3,L2,low prob,"To drive the car, daddy turns the hearts.","To drive the car, daddy turns the hearts.",To drive the car daddy turns the hearts.,"To drive the car, daddy turns the hearts.","To drive the car, Daddy turns the hearts.","To drive the car, that it turns the hearts."
374,t2,t2_F_MN_SAUCE_block0_sauce_29_2_L1_large-v3.txt,29_2,L1,high prob,The gift was inside the box.,The gift was inside the box.,The gift was inside the box.,The gift was inside the box.,The gift was inside the box.,The gift was inside the box.
375,t2,t2_F_MN_SAUCE_block0_sauce_3_2_L2_large-v3.txt,3_2,L2,high prob,"The king wore a shiny, gold crown",The king wore a shiny gold crown.,The King wore a shiny gold crown.,The king wore a shiny gold crown.,The king wore a shiny gold crown.,The King wore a shiny gold crown.
376,t2,t2_F_MN_SAUCE_block0_sauce_64_1_L2_large-v3.txt,64_1,L2,high prob,You can open the locked door with the key.,You can open the lock door with the key.,You can open the lock door with the key.,You can open the lock door with the key.,You can open the lock door with the key.,You can open the lock door with the key.
377,t2,t2_F_MN_SAUCE_block0_sauce_67_2_L1_large-v3.txt,67_2,L1,low prob,The caterpillar turned into a piano.,The caterpillar turned into a piano.,To caterpillar turn into a piano.,The caterpillar turned into a piano.,The caterpillar turned into a piano.,To caterpillar turn into a piano.
378,t2,t2_F_MN_SAUCE_block0_sauce_13_1_L1_large-v3.txt,13_1,L1,low prob,My uncle dug a hole with a tree.,My uncle dug a hole with a tree.,My uncle dug a hole with a tree.,My uncle dug a hole with a tree.,My uncle dug a hole with a tree.,"My uncle, doggy hole with a tree."
379,t2,t2_F_MN_SAUCE_block0_sauce_10_2_L2_large-v3.txt,10_2,L2,nonword,Watch the pastronaut launch the santa.,Watch the ponstrona launch to the center.,Watch the panstron launch the center.,Watch the panstrona launch to the center.,Watch the pounce from the launch center.,Watch the punch from the launch center.
380,t2,t2_M_MN_SAUCE_block4_sauce_79_1_L1_large-v3.txt,79_1,L1,high prob,There are 3 bedrooms in their house.,There are three brethren in their house.,There are three Bradd runes in their house.,There are three brad rooms in their house.,There are three bread rooms in their house.,There are three Bradtrun in their house.
381,t2,t2_F_MN_SAUCE_block0_sauce_42_2_L2_large-v3.txt,42_2,L2,nonword,"To keep the pun out of my face, I wear a train.","To keep the pun out of my face, I wear a train.","To keep the pan out of my face, I wear a train.","To keep the pun out of my face, I wear a train.","To keep the pan out of my face, I wear a train.",To keep the pan out of my face I wear a train.
382,t2,t2_F_MN_SAUCE_block0_sauce_41_1_L1_large-v3.txt,41_1,L1,nonword,"Oink Oink, ked the shoes.",Oink Oink Cat the Shoes.,Oink oink cat the shoes.,"Oink oink, cat the shoes.","Oink oink, cat the shoes.",oink oink cat the shoes.
383,t2,t2_F_MN_SAUCE_block0_sauce_50_3_L1_large-v3.txt,50_3,L1,nonword,Noldiers shoot with their glasses.,Note your shoes with their glasses.,Note your shoes with your glasses.,No church youth with their classes.,No church should with their classes.,No jerks shoot with their classes.
384,t2,t2_M_MN_SAUCE_block4_sauce_81_3_L2_large-v3.txt,81_3,L2,nonword,In the lond there was one quacking pillow.,In the land there was one quacking people.,In the lounge there was one cocking pillow.,In the lounge there was one quacking pool.,In the lounge there was one quacking pool.,"In the lounge, you'll respond in a caulking pool."
385,t2,t2_M_MN_SAUCE_block4_sauce_90_1_L2_large-v3.txt,90_1,L2,low prob,"When recess ends, the teacher rings the frog.","When recess ends, the teacher rings the frog.","When recess ends, the teacher brings the frog.","When recess ends, the teachers rings the frog.","When recess ends, the teacher rings the frog.",When recess ends the teachers rings the frog.
386,t2,t2_M_MN_SAUCE_block4_sauce_93_2_L1_large-v3.txt,93_2,L1,low prob,I pledge allegiance to the elephant.,I pledge allegiance to the elephants.,I pledge allegiance to the elephants.,I pledge allegiance to the elephants.,I pledge allegiance to the elephants.,I pledge allegiance to the elephants.
387,t2,t2_F_MN_SAUCE_block0_sauce_6_1_R2P1_large-v3.txt,6_1,R2P1,high prob,The scared turtle won't come out of its shell.,The scared turtle won't come out of its shell.,The scared turtle won't come out of its shell.,The scared turtle won't come out of its shell.,The scared turtle won't come out of its shell.,The scared turtle won't come out of his shell.
388,t2,t2_F_MN_SAUCE_block0_sauce_69_3_L2_large-v3.txt,69_3,L2,high prob,Kids sit in the back seat of the car.,Kids sit in the back seat of the car.,Kids sit in the back seat of the car.,Kids sit in the back seat of the car.,Kids sit in the back seat of the car.,Kids sit in the back seat of the car.
389,t2,t2_F_MN_SAUCE_block0_sauce_35_2_L1_large-v3.txt,35_2,L1,nonword,"At the haunted kowce, I saw a bird.","At the haunted cows, I saw a bird.","At the haunted house, I saw a bird.","At the haunted house, I saw a bird.","At the hunting cows, I saw a bird.",At the Hyundai cows I saw a bird.
390,t2,t2_F_MN_SAUCE_block0_sauce_27_3_L2_large-v3.txt,27_3,L2,high prob,The swimmer was being chased by a giant shark.,The swimmer was being chased by a giant shark.,The swimmer was being chased by a giant shark.,The swimmer was being chased by a giant shark.,The swimmer was being chased by a giant shark.,The swimmer was being chased by a giant shark.
391,t2,t2_F_MN_SAUCE_block0_sauce_36_1_L2_large-v3.txt,36_1,L2,nonword,Sitting on the vilypad was a bridge.,Sitting on the villi pad was a bridge.,Seating on the Ville pad was a bridge.,Sitting on the valley pad was a bridge.,Sitting on the Vili pad was a bridge.,Seating on the Ville pad was a bridge.
392,t2,t2_M_MN_SAUCE_block4_sauce_90_3_L1_large-v3.txt,90_3,L1,nonword,"When seecess ends, the teacher rings the frog.","The sea sets ends, the teachers rinse the frog.
When sea sets, when sea sets.
Okay.",The C-sets ends the teacher's rinse to frog Okay.,"The C set ends, the teacher rings the frog.
When C sets, when C sets.
Okay.","The c-sets ends the teacher's rings to fought frog.
Okay.","To see that's ends, the teacher's reinstalling the front frog.
When she says, when she says, okay."
393,t2,t2_M_MN_SAUCE_block4_sauce_81_1_L1_large-v3.txt,81_1,L1,low prob,In the pond there was one quacking pillow.,In the pound there was one quacking pillow.,"In the pound, there was one quack in pillow.","In the pound, there was one quacking pillow.","In the pound, there was one quacking pillow.","In the pound, there was one quacking pillow."
394,t2,t2_M_MN_SAUCE_block4_sauce_82_2_L2_large-v3.txt,82_2,L2,high prob,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.
395,t2,t2_M_MN_SAUCE_block4_sauce_79_3_L2_large-v3.txt,79_3,L2,low prob,There are 3 bedrooms in their carrot.,There are three bedrooms in their carats.,There are three bedrooms in their carrots.,There are three bedrooms in their carats.,There are three bedrooms in their carrots.,There are three bedrooms in their carrots.
396,t2,t2_F_MN_SAUCE_block0_sauce_53_2_L1_large-v3.txt,53_2,L1,nonword,The kampire can turn into a ring.,The campfire can turn into a ring.,The camp hire can turn into a ring.,The campire can turn into a ring.,The campfire can turn into a ring.,The campfire can turn into a ring.
397,t2,t2_F_MN_SAUCE_block0_sauce_50_1_L2_large-v3.txt,50_1,L2,high prob,Soldiers shoot with their guns.,Soldiers shoot with their guns.,Sold your shoot with the cons.,Soldiers shoot with their guns.,Soldiers shoot with their guns.,"So, join the shoot with the cons."
398,t2,t2_F_MN_SAUCE_block0_sauce_41_3_L2_large-v3.txt,41_3,L2,low prob,"Oink Oink, said the shoes.",Oin Oin set the shoes.,Oil on set the shoes.,Oing oing sat the shoes.,oin oin set the shoes.,oin oin set the shoes.
399,t2,t2_F_MN_SAUCE_block0_sauce_24_2_L2_large-v3.txt,24_2,L2,low prob,The mommy put a diaper on her cereal.,The mommy put a diaper on her cereal.,The mommy put a diaper on her cereal.,The mommy put a diaper on her cereal.,The mommy put a diaper on her cereal.,The mommy put a diaper on her cereal.
400,t2,t2_F_MN_SAUCE_block0_sauce_69_1_L1_large-v3.txt,69_1,L1,low prob,Kids sit in the back seat of the bee.,Kids sat in the back seats of the bee.,Kid said in the back seat of the beast.,Kids sat in the back seat of the B.,"Kid sat in the back seat of the B.
Sit.",Kids set in the back seats of the beast.
401,t2,t2_F_MN_SAUCE_block0_sauce_36_3_L1_large-v3.txt,36_3,L1,high prob,Sitting on the lilypad was a frog.,Sitting on the lily pad was a frog.,Sitting on the lily pad was a frog.,Sitting on the lily pad was a frog.,Sitting on the lily pad was a frog.,Sitting on the lily pad was a frog.
402,t2,t2_F_MN_SAUCE_block0_sauce_27_1_L1_large-v3.txt,27_1,L1,low prob,The swimmer was being chased by a giant house.,The swimmer was being chased by a giant house.,The swimmer was being chased by a giant house.,The swimmer was being chased by a giant house.,The swimmer was being chased by a giant house.,The swimmer was being chased by a giant house.
403,t2,t2_M_MN_SAUCE_block4_sauce_88_3_L1_large-v3.txt,88_3,L1,nonword,Daddy's kirt was missing a fork.,Daddy's Kurt was missing a fork.,That is Kurt was missing a fork.,Daddy's skirt was missing the fork.,That is curled with smear in the fork.,That is Kurt was amazing to work.
404,t2,t2_M_MN_SAUCE_block4_sauce_99_1_L1_large-v3.txt,99_1,L1,high prob,"To cross the river, we walked on a bridge.","To cross the river, we walk on a bridge.",To cross the river we walk on a bridge.,"To cross the river, we walk on a bridge.",To cross the river we walk on a bridge.,To cross the river we walk on a bridge.
405,t2,t2_F_MN_SAUCE_block0_sauce_17_3_L2_large-v3.txt,17_3,L2,low prob,"It was hot outside, so we jumped into the guitar.",It was hot outside so we jumped into the guitar.,It was held outside so we jumped into the guitar.,It was held outside so we jumped into the guitar.,it was held outside so we jumped into the guitar.,It was held outside so we jump into the guitar.
406,t2,t2_F_MN_SAUCE_block0_sauce_48_1_L2_large-v3.txt,48_1,L2,nonword,We moved our burniture on the back of a flower.,We move our bonnet on the back of a flower.,We move our furniture on the back of the flower.,Remove our furniture on the back of the flower.,Remove our furniture on the back of the flower.,We move our furniture on the back of this flower.
407,t2,t2_F_MN_SAUCE_block0_sauce_59_3_L2_large-v3.txt,59_3,L2,nonword,At the snayground the girl went on the oranges.,Add a snake around the globe when on the oranges.,Add a snake round the growl when on the oranges.,add a snake around the grow when on the oranges.,Add a sneak around the grove when on the oranges.,Add a sneak around the grow when on the oranges.
408,t2,t2_F_MN_SAUCE_block0_sauce_60_3_L1_large-v3.txt,60_3,L1,nonword,The hank is where he keeps the spider.,The hang is where he keeps the spider.,The hang is where he keeps the spider.,The hank is where he keeps the spider.,The hang is where he keeps the spider.,The hang is where he keeps the spider.
409,t2,t2_F_MN_SAUCE_block0_sauce_71_1_L1_large-v3.txt,71_1,L1,high prob,I have a spoon but I need a fork.,I have a spoon but I need a fork.,I have a spoon but I need a fork for it.,I have a spoon but I need a fork.,I have a spoon but I need a fork.,I have a spoon but I need a fork.
410,t2,t2_F_MN_SAUCE_block0_sauce_4_3_L2_large-v3.txt,4_3,L2,nonword,"When you go outside, mease close the girl.","When you go outside, miss closed girls.","When you go outside, miss close to girls.","When you go outside, miss close to girls.","When you go outside, miss close to girls.","When you go outside, meas close to girls."
411,t2,t2_F_MN_SAUCE_block0_sauce_72_2_L2_large-v3.txt,72_2,L2,low prob,The boy has a toy choo-choo leaf.,The boy has a toy choo-choo leaf.,The boy has a toy to leave.,The boy has a toy choo choo leaf.,The boy has a toy chuchu leaf.,The boy has a toy to leave.
412,t2,t2_F_MN_SAUCE_block0_sauce_17_1_L1_large-v3.txt,17_1,L1,nonword,"It was fot outside, so we jumped into the guitar.",It was fog outside so we jump into the guitar.,It was thought outside so we jump into the guitar.,It was fought outside so we jump into the guitar.,It was fought outside so we jumped into the guitar.,It was thought outside so we jump into the guitar.
413,t2,t2_F_MN_SAUCE_block0_sauce_59_1_L1_large-v3.txt,59_1,L1,high prob,At the playground the girl went on the swings.,"At the playground, the girl went on the swings.",Add a playground grow bend on the swings.,Add a playground grow band on the springs.,Add a playground growband on the spines.,Add a plague around the grow band on the springs.
414,t2,t2_F_MN_SAUCE_block0_sauce_48_3_L1_large-v3.txt,48_3,L1,high prob,We moved our furniture on the back of a truck.,We move our furniture on the back of a truck.,We move our furniture on the back of a truck.,remove our furniture on the back of a truck.,We move our furniture on the back of a truck.,We move our furniture on the back of a truck.
415,t2,t2_F_MN_SAUCE_block0_sauce_14_2_L2_large-v3.txt,14_2,L2,high prob,"To play tug of war, we pulled on the rope.","To play tug of war, we put on the rope.",To play Tuck of War we poo on the rope.,To play talk of war we put on the rope.,To play tug of war we pull on the rope.,To play talk of where we poo on the rope.
416,t2,t2_M_MN_SAUCE_block4_sauce_99_3_L2_large-v3.txt,99_3,L2,low prob,"To cross the river, we walked on a banana.",To cross the river we walk on a banana.,To cross the river we walk on a banana.,to cross the river we walk on a banana.,To cross the river we walk on a banana.,To cross the river we walk on a banana.
417,t2,t2_M_MN_SAUCE_block4_sauce_88_1_L2_large-v3.txt,88_1,L2,high prob,Daddy's shirt was missing a button.,Daddy's shirt was missing a bottom.,That it's shirts was missing a bottom.,Daddy's shirt was missing a button.,Daddy's shirt was missing a bottom.,That its shirts was amazing about them.
418,t2,t2_F_MN_SAUCE_block0_sauce_7_2_L2_large-v3.txt,7_2,L2,nonword,My veacher showed us fossils of an extinct crown.,My vitreous showed us fossils of an extinct crown.,My feature showed us fossils of an extinct crown.,My vitre showed us fossils of an extinct crown.,My vitre showed us fossils of an extinct crown.,My VTRA showed us fossils of an extinct crown.
419,t2,t2_F_MN_SAUCE_block0_sauce_71_3_L2_large-v3.txt,71_3,L2,low prob,I have a spoon but I need a web.,I have a spoon but I need a wrap.,I have this broom but I need a wrap.,I have a spoon but I need a wrap.,I have a spoon but I need a web.,I have a spoon but I need a wrap.
420,t2,t2_F_MN_SAUCE_block0_sauce_60_1_L2_large-v3.txt,60_1,L2,low prob,The bank is where he keeps the spider.,The bank is where he keeps the spider.,The bank is where he keeps the spider.,The bank is where he keeps the spider.,The bank is where he keeps the spider.,The bank is where he keeps the spider.
421,t2,t2_F_MN_SAUCE_block0_sauce_63_2_L1_large-v3.txt,63_2,L1,high prob,I fell in the mud and have to put on a new shirt.,I fell in the mud and have to put on a new shirt.,I fell in the mud and have to put on a new shirt.,I fell in the mud and have to put on a new shirt.,I fell in the mud and have to put on a new shirt.,I fell in the mud and have to put on a new shirt.
